,title,link,channel,views,time_published,snippet,verified_badge,extensions
384,This Is The Biggest Mistake You're Making With Bar Keepers Friend,https://www.youtube.com/watch?v=HMFXH-UoOUg,"{'channel_name': 'Mashed', 'channel_link': 'https://www.youtube.com/c/MashedFood'}",446K views,1 year ago,"When your pots and pans are caked up with thick grease, and you know that your dishwasher won't cut it, it's time to whip out your ...",True,CC
385,Turning Into 21 Years Old!!!,https://www.youtube.com/watch?v=QOx_oN8uDCU,"{'channel_name': 'SIS vs BRO', 'channel_link': 'https://www.youtube.com/c/SISvsBROTHER'}",44M views,2 years ago,Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges ...,True,CC
386,"""Peanut and Jeff-fa-fa Dun-ham"" | Spark of Insanity | JEFF DUNHAM",https://www.youtube.com/watch?v=kYAqQGEHg7I,"{'channel_name': 'Jeff Dunham', 'channel_link': 'https://www.youtube.com/user/jeffdunham'}",18M views,7 years ago,"Peanut gets a little carried away with the pronunciation, or mispronunciation, of my name, in this clip from my 2007 special ""Spark ...",True,CC
387,Trippie Redd – Demon Time feat. Ski Mask The Slump God (Official Music Video),https://www.youtube.com/watch?v=wm4NCHcw0Yk,"{'channel_name': 'Trippie Redd', 'channel_link': 'https://www.youtube.com/channel/UCstw-41J8syXgdJ8xWvaizA'}",8.7M views,8 months ago,"Trippie Redd feat. Ski Mask The Slump God ""Demon Time"" TRIP AT KNIGHT OUT NOW https://trippieredd.lnk.to/tripatknight EP ...",True,4K
388,Nail TORN OFF Nail Bed 😱 | Correcting Nails Growing Upward,https://www.youtube.com/watch?v=-JP6B8sJ1yY,"{'channel_name': 'Nail Mastery By Tatyana', 'channel_link': 'https://www.youtube.com/c/NailMasteryByTatyana'}",1.4M views,1 year ago,"My client's pinkie nail was completely torn off from the nail bed Things like this do happen, so in today's video I explain how to ...",,
389,Most people are still wearing cloth masks Here's why that's a problem,https://www.youtube.com/watch?v=uoseHKNY3dY,"{'channel_name': 'Stream News', 'channel_link': 'https://www.youtube.com/channel/UC_8CYWdc51kL1Qd8_zebfWw'}",30 views,4 months ago,"Your cloth face mask isn't protecting you against the coronavirus variant omicron, health officials say. As common as cloth face ...",,
390,Girl Is Forced To Live With 2 Handsome Boys From Her School Because of A Stupid Mistake,https://www.youtube.com/watch?v=4Cxy9AM58eY,"{'channel_name': 'Pink Movies', 'channel_link': 'https://www.youtube.com/c/MsHorror'}",92K views,1 day ago,"Two couples are in love. Suddenly, Shusei's cousin Reon Kugayama comes to them. Their secret is discovered by Reon. Now ...",,New
391,"MAINTENANCE VLOG | MORE BOTOX, YEEZY DUPES, NAILS, TANNING, NEW HAIR & MORE",https://www.youtube.com/watch?v=-mPDt824nnk,"{'channel_name': 'Kayla Lashae Vlogs', 'channel_link': 'https://www.youtube.com/c/Akaydollx2'}",3.2K views,4 days ago,It's about that time for a lil glow up! Check out Laseraway: http://www.nofuzz.la/akaydoll Current Favs Skims Soft Lounge: ...,,New
392,She wanted a short cut but it didn’t turn out right| What she wanted vs what she got 😫,https://www.youtube.com/watch?v=O0O7yAssVgI,"{'channel_name': 'Elite Hair Care USA', 'channel_link': 'https://www.youtube.com/channel/UCyWSr-zf2REcLn7DQg0J07w'}",95K views,6 days ago,5:12 ... say a messed up mold meaning you molded the hair in the wrong direction so you've already directionalized the hair you didn't ...,,New
393,Into Your Arms - Ava Max (Lirik Lagu Terjemahan),https://www.youtube.com/watch?v=W6d462Y4fyI,"{'channel_name': 'DeLirik', 'channel_link': 'https://www.youtube.com/c/DeLirikChannel'}",9.9M views,1 year ago,Lirik lagu dan terjemahan bahasa indonesia. Judul : Into Your Arms (No Rap) 🎙️ Penyanyi : Ava Max Jangan lupa untuk ...,True,
394,Elden Ring's Lore: Explained!,https://www.youtube.com/watch?v=DYDs_Inzkz4,"{'channel_name': 'VaatiVidya', 'channel_link': 'https://www.youtube.com/c/VaatiVidya'}",5M views,1 month ago,,True,CC
395,Visiting The most beautiful Temple WAT ARUN & ICON SIAM We ate too much *FULL Family Vlog| JustSissi,https://www.youtube.com/watch?v=GbBOn0YhRWc,"{'channel_name': 'Just Sissi', 'channel_link': 'https://www.youtube.com/c/JustSissi'}",50K views,3 days ago,Thank you for wacthing!! ❤️❤️ LOVE YOU GUYS❤️❤️ Music by Nico Anuch - Shiba Inu - https://thmatc.co/?l=3344CF86 ...,,New
396,The Only 4 Wash-Off Masks That I Use! | Soobeauty,https://www.youtube.com/watch?v=TnNsg0LZQXE,"{'channel_name': 'Soo Beauty 수뷰티', 'channel_link': 'https://www.youtube.com/c/LeeHyesoo'}",47K views,2 years ago,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - I'm From Honey Mask 아임 프롬 허니 마스크 38000won eBay: ...,,
397,Bill Burr Stand-Up Monologue - SNL,https://www.youtube.com/watch?v=O1xgXJ5_Q34,"{'channel_name': 'Saturday Night Live', 'channel_link': 'https://www.youtube.com/snl'}",8.8M views,1 year ago,"Host Bill Burr does stand-up about the COVID-19 pandemic, cancel culture and white women. Saturday Night Live. Stream now ...",True,CC
398,Slipknot - Before I Forget [OFFICIAL VIDEO],https://www.youtube.com/watch?v=qw2LU1yS7aw,"{'channel_name': 'Slipknot', 'channel_link': 'https://www.youtube.com/channel/UCOJZ1tna8yj8mAEITPkHNCQ'}",231M views,12 years ago,"LYRICS Stapled shut, inside an outside world And I'm sealed in tight, bizarre but right at home I'm claustrophobic - closing in And ...",True,
399,Fast fashion - The shady world of cheap clothing | DW Documentary,https://www.youtube.com/watch?v=YhPPP_w3kNo,"{'channel_name': 'DW Documentary', 'channel_link': 'https://www.youtube.com/c/DWDocumentary'}",1.5M views,3 months ago,,True,CC
400,"NFL ""What Team are you on?"" Moments || ᕼᗪ",https://www.youtube.com/watch?v=Uku9bqB4ksE,"{'channel_name': 'Ding Productions', 'channel_link': 'https://www.youtube.com/c/DingProductions'}",5.2M views,1 year ago,"Thanks for watching! Subscribe if you enjoyed this video, It means a lot! Here is the song in the outro: ...",True,
401,"Shabbat Morning (May 14th, 2022 - 9:45 AM)",https://www.youtube.com/watch?v=Vun0aEDq_0w,"{'channel_name': 'Park Avenue Synagogue', 'channel_link': 'https://www.youtube.com/c/ParkAvenueSynagogue'}",1.9K views,Streamed 2 days ago,"A musically uplifting morning service, Torah reading, sermon, and Musaf.",,New
402,A Simple Fix For Snoring And Sleep Apnea,https://www.youtube.com/watch?v=zHchEaObaBo,"{'channel_name': 'Tech Insider', 'channel_link': 'https://www.youtube.com/c/TechInsiderVideos'}",1.9M views,4 years ago,,True,
403,The Hollies - Long Cool Woman (In a Black Dress) (Official Audio),https://www.youtube.com/watch?v=g8XiNKsKyVk,"{'channel_name': 'RHINO', 'channel_link': 'https://www.youtube.com/rhino'}",24M views,2 years ago,"You're listening to the official audio for The Hollies - ""Long Cool Woman (In a Black Dress)"" from the album 'Distant Light'.",True,
404,Emma and Ellie Play with Pop It Toys | Lyndon Transforms Things to Pop Its,https://www.youtube.com/watch?v=NXLJMYgIiHo,"{'channel_name': 'Toys and Colors', 'channel_link': 'https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A'}",26M views,8 months ago,Emma and Ellie play with fun pop it toys! Lyndon is going all over the place and using his magic wand to transform things to pop it ...,True,
405,There’s A Child That Has Been Blackmailing Your DM That's About To Pass Away ⌛ Elder God Judgment 🌩,https://www.youtube.com/watch?v=RovF9j0lKSc,"{'channel_name': 'GoddessQueenJustMe23', 'channel_link': 'https://www.youtube.com/c/GoddessQueenJustMe23'}",4.2K views,Streamed 21 hours ago,Join this channel to get access to perks: https://www.youtube.com/channel/UCbeqKwLksOD4V8-xy-cXmnQ/join #EnergyReading ...,,New
406,"Chum's Killer Deal for *$1,000,000* NIKE SNEAKERS | Pawn Stars (Season 7) | History",https://www.youtube.com/watch?v=LE-YraOiMsQ,"{'channel_name': 'Pawn Stars', 'channel_link': 'https://www.youtube.com/c/PawnStars'}",3.5M views,1 year ago,"""Pawn Stars"" follows three generations of the Harrison family as they assess the value of items coming in and out of their Gold ...",True,CC
407,Steve Harvey completely LOSES IT over Mac's answer! | Family Feud,https://www.youtube.com/watch?v=kSmtktGNjv8,"{'channel_name': 'FamilyFeud', 'channel_link': 'https://www.youtube.com/c/familyfeud'}",5.2M views,2 years ago,"The question is... ""There's a dead body in your house. Cops will blame you. What do you do with the body?"" Mac's answer has ...",True,CC
408,Confused about when to wear a mask,https://www.youtube.com/watch?v=HXOGivF1ak4,"{'channel_name': 'ไทยรู้สู้โควิด DDC,MOPH', 'channel_link': 'https://www.youtube.com/channel/UCcdgqR_GRVs9FFWsQ6hfvUA'}",92 views,1 year ago,"Don't forget to wear mask, especially when you are in closed, crowded setting with poor ventilation. อย่าลืมสวมหน้ากาก ...",,
409,My #METOO experience in The Gambia pt 6 | Landlord caught red-handed,https://www.youtube.com/watch?v=5KfEhxqdf_Q,"{'channel_name': 'African Repat', 'channel_link': 'https://www.youtube.com/c/AfricanRepat'}",1.4K views,2 days ago,#Africa #diaspora #TheGambia.,,New
410,THINGS I'VE BOUGHT RECENTLY HAUL + TRY ON!,https://www.youtube.com/watch?v=kuEMx4VPAac,"{'channel_name': 'Alex Prout', 'channel_link': 'https://www.youtube.com/c/aaaalexp'}",4.1K views,6 days ago,Equipment used: -Sony zv-1 Edited on iMovie.,,New
411,Every Time Barney Didn't Suit Up - How I Met Your Mother,https://www.youtube.com/watch?v=d1dUZWzXje8,"{'channel_name': 'Oscar Stinson', 'channel_link': 'https://www.youtube.com/c/OscarStinson'}",1.5M views,1 year ago,,,
412,12 Funny Toilet Paper Pranks and Hacks,https://www.youtube.com/watch?v=KrtUC7e1Dmw,"{'channel_name': 'Troom Troom', 'channel_link': 'https://www.youtube.com/c/TroomTroom'}",27M views,2 years ago,,True,
413,A Boogie Wit Da Hoodie - My Shit (Prod. By D Stackz) (Dir. By @BenjiFilmz) [Official Music Video],https://www.youtube.com/watch?v=9cGpLc-G20E,"{'channel_name': 'A Boogie Wit da Hoodie', 'channel_link': 'https://www.youtube.com/channel/UCfgsFOdVScKetBXYrFNr5LQ'}",81M views,6 years ago,"The official video for A Boogie Wit Da Hoodie's ""My Shit"" from his debut mixtape 'Artist'. 'Artist' available now! iTunes: ...",True,
414,Here's The Real Reason Why Eminem Looks So Different Now,https://www.youtube.com/watch?v=nnqERxUhR28,"{'channel_name': 'Nicki Swift', 'channel_link': 'https://www.youtube.com/c/NickiSwift'}",3.5M views,3 years ago,,True,CC
415,Future - Same Damn Time (Official Music Video),https://www.youtube.com/watch?v=e0Y39QnwRvY,"{'channel_name': 'Future', 'channel_link': 'https://www.youtube.com/channel/UCSDvKdIQOwTfcyOimSi9oYA'}",25M views,10 years ago,"#Future #SameDamnTime #Vevo #HipHop #OfficialMusicVideo --------- Lyrics: I wear Gucci, I wear Bally at the same damn time ...",True,
416,JAY-Z - Dirt Off Your Shoulder,https://www.youtube.com/watch?v=Oz_-VaTHpc8,"{'channel_name': 'JAY-Z', 'channel_link': 'https://www.youtube.com/channel/UCN-sc1xJr-QQNj_uNIM9wTA'}",43M views,12 years ago,"Music video by Jay-Z performing Dirt Off Your Shoulder. (C) 2003 Roc-A-Fella Records, LLC.",True,
417,Luh Kel - Pull Up (Official Music Video),https://www.youtube.com/watch?v=Zf5YjnLKf2I,"{'channel_name': 'Luh Kel', 'channel_link': 'https://www.youtube.com/channel/UCqwJGbr0bm8XbudrEsQhp4Q'}",24M views,2 years ago,"Watch the official music video for ""Pull Up"" by Luh Kel. Stream/download Luh Kel's debut project Mixed Emotions out now: ...",True,4K
418,"5 months after the pandemic began, he finally wore a mask! wearadamnmask drumpf darthdo #Short #S...",https://www.youtube.com/shorts/o4XYs4e2iaw,"{'channel_name': '296 Margaret Baker', 'channel_link': 'https://www.youtube.com/channel/UC1qTPY-f0njLDyEiIqurq4Q'}",No views,17 hours ago,"Video Title: 5 months after the pandemic began, he finally wore a mask! wearadamnmask drumpf darthdo #Short #S...",,New
419,Post Malone - rockstar (Lyrics) ft. 21 Savage,https://www.youtube.com/watch?v=LLKbtcwS6Ys,"{'channel_name': '7clouds', 'channel_link': 'https://www.youtube.com/c/7clouds'}",14M views,2 years ago,"......... Lyrics: Post Malone - rockstar ft. 21 Savage [Intro: Post Malone] Hahahahaha Tank God Ayy, ayy [Chorus: Post Malone] ...",True,CC
420,Doja Cat - Rules (Lyrics),https://www.youtube.com/watch?v=3PT1dRDG5FA,"{'channel_name': 'Urban Paradise', 'channel_link': 'https://www.youtube.com/c/UrbanParadise'}",23M views,2 years ago,Welcome to Paradise Your Home For The Best Urban Music With Lyrics! Doja Cat - Rules Lyrics / Lyric Video brought to you by ...,True,CC
421,Top 6 Mocha Problems in Adobe After Effects [Track Data Mistakes],https://www.youtube.com/watch?v=1tWKdbjKLNE,"{'channel_name': 'Boris FX', 'channel_link': 'https://www.youtube.com/c/BorisFXco'}",76K views,2 years ago,,,CC
422,"CRAZIEST LANKYBOX VIDEOS OF 2021! (GETTING HACKED, TRAPPED IN ROBLOX, & FORGET TO STOP RECORDING!)",https://www.youtube.com/watch?v=K7eCt6bNvVw,"{'channel_name': 'LankyBox', 'channel_link': 'https://www.youtube.com/c/LankyBox'}",6.8M views,4 months ago,Use star code' LankyBox' when buying Robux to support us! ❤ FOLLOW US! INSTAGRAM ...,True,
423,Billie Eilish - you should see me in a crown (Official Video By Takashi Murakami),https://www.youtube.com/watch?v=coLerbRvgsQ,"{'channel_name': 'Billie Eilish', 'channel_link': 'https://www.youtube.com/channel/UCiGm_E4ZwYSHV3bcW1pnSeQ'}",95M views,3 years ago,Music video by Billie Eilish performing you should see me in a crown (Official Video By Takashi Murakami). © 2019 ...,True,CC
424,Weezer - Undone -- The Sweater Song,https://www.youtube.com/watch?v=LHQqqM5sr7g,"{'channel_name': 'weezer', 'channel_link': 'https://www.youtube.com/channel/UC7JDBUzkcwRGtQGia3_mMgQ'}",40M views,12 years ago,Music video by Weezer performing Undone -- The Sweater Song. (C) 2004 Geffen Records #Weezer #UndoneTheSweaterSong ...,True,CC
425,HOT GUY SUMMER COLOGNES 2022..,https://www.youtube.com/watch?v=O4E2PJupGxk,"{'channel_name': 'Demi Rawling', 'channel_link': 'https://www.youtube.com/c/demirawling'}",44K views,5 days ago,,,New
426,Instagram Followers Control My Life For A Day,https://www.youtube.com/watch?v=lBTXGMld4mM,"{'channel_name': 'JacyandKacy', 'channel_link': 'https://www.youtube.com/c/JacyandKacy'}",17K views,3 days ago,Thank you to everyone who helped control my life for a day. Here's what happened..... Please let me know what other videos you ...,True,New
427,Former Bank Robber Breaks Down 11 Bank Heists In Movies | How Real Is It?,https://www.youtube.com/watch?v=Fgvdl87lqc8,"{'channel_name': 'Insider', 'channel_link': 'https://www.youtube.com/c/thisisinsider'}",10M views,1 year ago,,True,CC
428,Female mask Unmasking,https://www.youtube.com/shorts/1dZfhotH8Rg,"{'channel_name': 'Lea_Livel', 'channel_link': 'https://www.youtube.com/channel/UCUF-4aId7y12F_hvJqZp9Lw'}",12K views,6 months ago,"Remove my halloween makeup And unmasking Silicone Female Mask, Creafx Carmen applied Version Check out my profile: ...",,
429,Kevin Gates - The Truth (Official Audio),https://www.youtube.com/watch?v=Fvw3XQ4KBTI,"{'channel_name': 'kevingatesTV', 'channel_link': 'https://www.youtube.com/channel/UCj2GTFekdV3EUsTVN8oaEqA'}",8M views,6 years ago,"Listen to ""The Truth"" from Kevin Gates debut album Islah. Get Islah merch here: http://smarturl.it/IslahMerchYT Download Islah ...",True,
430,Stretchiest skin in the world! - Guinness World Records,https://www.youtube.com/watch?v=f46SpiboAew,"{'channel_name': 'Guinness World Records', 'channel_link': 'https://www.youtube.com/c/guinnessworldrecords'}",55M views,13 years ago,Garry Turner (UK) is able to stretch the skin of his stomach to a distended length of 15.8 cm (6.25 in) due to a rare medical ...,True,
431,Adam Savage's Chronicles of Narnia Telmarine Armor!,https://www.youtube.com/watch?v=ev2MGnrxHIo,"{'channel_name': 'Adam Savage’s Tested', 'channel_link': 'https://www.youtube.com/c/tested'}",50K views,6 days ago,"It's been a while since Adam has done this kind of show and tell, but he just purchased a suit of screen-used armor and it's time to ...",True,New
432,Unmask Our Kids.,https://www.youtube.com/watch?v=cvCHpAJvxVM,"{'channel_name': 'David Perdue', 'channel_link': 'https://www.youtube.com/channel/UCyHalTHvVcAbfRJtUDeTpWg'}",5.1K views,3 months ago,,True,
433,CRISTIANO RONALDO was just going out for tea and this happened...Manchester United FUNNY MOMENTS|,https://www.youtube.com/watch?v=iHz82I8Vv88,"{'channel_name': 'Cristiano Ronaldo - ROC Live Life Loud', 'channel_link': 'https://www.youtube.com/c/CristianoRonaldoROCLiveLifeLoud'}",109M views,6 years ago,Watch what happens when Cristiano Ronaldo goes out for a cup of tea at a local cafe. How many sips of tea will he have before ...,,
434,"Common W**** Math (Royce Lopez, Mersh Schiele And Chris From BK) - RAP #843",https://www.youtube.com/watch?v=z7Joqg00o_0,"{'channel_name': 'Luis J. Gomez', 'channel_link': 'https://www.youtube.com/c/LuisJGomezComedy'}",15K views,3 days ago,Royce Lopez and Mersh Schiele of the Revenge of the Cis podcast join Zac Amico and Chris from Brooklyn and discuss spending ...,,New
